"OBWOD","REJ","POP_REJ","N_ADRESY_R","CLC_area_R","UA_area_R","BDOT_area_R"
"6744084","674408",1712,36,125659.815625047,59638.092728883,58940.730356162
"6744086","674408",1712,36,125659.815625047,59638.092728883,58940.730356162
"6744082","674408",1712,36,125659.815625047,59638.092728883,58940.730356162
"6744083","674408",1712,36,125659.815625047,59638.092728883,58940.730356162
"6744085","674408",1712,36,125659.815625047,59638.092728883,58940.730356162
"6744081","674408",1712,36,125659.815625047,59638.092728883,58940.730356162
"6744092","674409",631,4,32962.2662499007,20918.6503988556,6430.32587598768
"6744091","674409",631,4,32962.2662499007,20918.6503988556,6430.32587598768
"6744101","674410",2155,16,105341.720312473,55340.4029183842,32127.362546281
"6744102","674410",2155,16,105341.720312473,55340.4029183842,32127.362546281
"6744103","674410",2155,16,105341.720312473,55340.4029183842,32127.362546281
"6744106","674410",2155,16,105341.720312473,55340.4029183842,32127.362546281
"6744105","674410",2155,16,105341.720312473,55340.4029183842,32127.362546281
"6744104","674410",2155,16,105341.720312473,55340.4029183842,32127.362546281
"6744401","674440",41,27,49555.7286813343,43694.6409654045,35400.4769239935
"6744504","674450",895,206,182990.485734865,120273.947904796,126657.545370587
"6744503","674450",895,206,182990.485734865,120273.947904796,126657.545370587
"6744501","674450",895,206,182990.485734865,120273.947904796,126657.545370587
"6744502","674450",895,206,182990.485734865,120273.947904796,126657.545370587
"6744505","674450",895,206,182990.485734865,120273.947904796,126657.545370587
"6744603","674460",897,34,93836.4189625274,68243.0596509101,30632.7592191934
"6744601","674460",897,34,93836.4189625274,68243.0596509101,30632.7592191934
"6744602","674460",897,34,93836.4189625274,68243.0596509101,30632.7592191934
"6744904","674490",1386,7,125502.297163979,51015.425886129,35004.6069854398
"6744903","674490",1386,7,125502.297163979,51015.425886129,35004.6069854398
"6744902","674490",1386,7,125502.297163979,51015.425886129,35004.6069854398
"6744901","674490",1386,7,125502.297163979,51015.425886129,35004.6069854398
"6744905","674490",1386,7,125502.297163979,51015.425886129,35004.6069854398
"6745003","674500",1687,116,201992.397812732,155148.303896952,135036.349136869
"6745005","674500",1687,116,201992.397812732,155148.303896952,135036.349136869
"6745002","674500",1687,116,201992.397812732,155148.303896952,135036.349136869
"6745004","674500",1687,116,201992.397812732,155148.303896952,135036.349136869
"6745006","674500",1687,116,201992.397812732,155148.303896952,135036.349136869
"6745001","674500",1687,116,201992.397812732,155148.303896952,135036.349136869
"6745101","674510",659,151,240435.861614874,174262.764800757,124843.470319348
"6745102","674510",659,151,240435.861614874,174262.764800757,124843.470319348
"6745103","674510",659,151,240435.861614874,174262.764800757,124843.470319348
"6745201","674520",65,16,43949.438823848,26106.3679980881,20140.2705434915
"6745301","674530",221,73,104998.450000025,47746.9018610644,50865.1726136873
"6745414","674541",1155,23,77021.7581249682,38644.6945396107,24872.8833239282
"6745412","674541",1155,23,77021.7581249682,38644.6945396107,24872.8833239282
"6745411","674541",1155,23,77021.7581249682,38644.6945396107,24872.8833239282
"6745413","674541",1155,23,77021.7581249682,38644.6945396107,24872.8833239282
"6745423","674542",1226,8,82137.1746874345,48163.8047790852,30921.2183992924
"6745421","674542",1226,8,82137.1746874345,48163.8047790852,30921.2183992924
"6745425","674542",1226,8,82137.1746874345,48163.8047790852,30921.2183992924
"6745424","674542",1226,8,82137.1746874345,48163.8047790852,30921.2183992924
"6745422","674542",1226,8,82137.1746874345,48163.8047790852,30921.2183992924
"6745501","674550",194,63,172153.986562498,63024.7497038466,44793.8064712592
"6745502","674550",194,63,172153.986562498,63024.7497038466,44793.8064712592
"6745603","674560",1039,289,179363.370595983,164622.437233891,169898.815843825
"6745602","674560",1039,289,179363.370595983,164622.437233891,169898.815843825
"6745601","674560",1039,289,179363.370595983,164622.437233891,169898.815843825
"6745705","674570",2038,271,218527.551875067,177134.221825813,166458.526824362
"6745703","674570",2038,271,218527.551875067,177134.221825813,166458.526824362
"6745701","674570",2038,271,218527.551875067,177134.221825813,166458.526824362
"6745702","674570",2038,271,218527.551875067,177134.221825813,166458.526824362
"6745707","674570",2038,271,218527.551875067,177134.221825813,166458.526824362
"6745706","674570",2038,271,218527.551875067,177134.221825813,166458.526824362
"6745704","674570",2038,271,218527.551875067,177134.221825813,166458.526824362
"6745708","674570",2038,271,218527.551875067,177134.221825813,166458.526824362
"6745803","674580",1248,108,146837.76093756,109532.488263424,72200.7663473377
"6745805","674580",1248,108,146837.76093756,109532.488263424,72200.7663473377
"6745804","674580",1248,108,146837.76093756,109532.488263424,72200.7663473377
"6745801","674580",1248,108,146837.76093756,109532.488263424,72200.7663473377
"6745802","674580",1248,108,146837.76093756,109532.488263424,72200.7663473377
"6745901","674590",213,129,299784.993068393,33302.9695939571,229143.771087958
"6746001","674600",869,26,171529.55763671,28896.2850377527,19555.2005753885
"6746004","674600",869,26,171529.55763671,28896.2850377527,19555.2005753885
"6746002","674600",869,26,171529.55763671,28896.2850377527,19555.2005753885
"6746003","674600",869,26,171529.55763671,28896.2850377527,19555.2005753885
"6746201","674620",194,66,73585.8220415027,72273.0960558432,39028.6528648656
"6746202","674620",194,66,73585.8220415027,72273.0960558432,39028.6528648656
"6746302","674630",979,138,93805.2587908006,92556.4195790044,76950.7124685313
"6746303","674630",979,138,93805.2587908006,92556.4195790044,76950.7124685313
"6746301","674630",979,138,93805.2587908006,92556.4195790044,76950.7124685313
"6746304","674630",979,138,93805.2587908006,92556.4195790044,76950.7124685313
"6746401","674640",46,24,115929.231837788,68487.2116766708,9088.69723265233
"6746501","674650",630,215,111516.072520761,79797.9282108627,78784.3743815526
"6746502","674650",630,215,111516.072520761,79797.9282108627,78784.3743815526
"6746601","674660",138,125,156608.204999315,87069.4075130842,95169.0850217211
"6746701","674670",324,245,281768.007608,156318.847670241,149829.090629161
"6746802","674680",839,94,151636.347526754,88902.4687665465,84024.1739691114
"6746801","674680",839,94,151636.347526754,88902.4687665465,84024.1739691114
"6747601","674760",636,205,110783.143512956,156780.484651307,82284.7674782503
"6747602","674760",636,205,110783.143512956,156780.484651307,82284.7674782503
"6747801","674780",193,71,70246.0953126848,38436.4802944161,42860.1545419705
"6747901","674790",303,135,212504.94375017,126641.969681838,99411.221964936
"6747903","674790",303,135,212504.94375017,126641.969681838,99411.221964936
"6747902","674790",303,135,212504.94375017,126641.969681838,99411.221964936
"6748001","674800",573,3,62659.498437364,26655.4283621341,6892.84178164916
"6748002","674800",573,3,62659.498437364,26655.4283621341,6892.84178164916
"6748101","674810",487,3,40228.4043750622,18335.3791032032,8588.49360219986
"6748102","674810",487,3,40228.4043750622,18335.3791032032,8588.49360219986
"6748201","674820",964,6,63538.8047315896,28484.9283563149,23203.5423594149
"6748202","674820",964,6,63538.8047315896,28484.9283563149,23203.5423594149
"6748203","674820",964,6,63538.8047315896,28484.9283563149,23203.5423594149
"6748305","674830",1174,13,81656.1525001263,46252.8671077227,50446.9203734668
"6748302","674830",1174,13,81656.1525001263,46252.8671077227,50446.9203734668
"6748301","674830",1174,13,81656.1525001263,46252.8671077227,50446.9203734668
"6748303","674830",1174,13,81656.1525001263,46252.8671077227,50446.9203734668
"6748304","674830",1174,13,81656.1525001263,46252.8671077227,50446.9203734668
"6748402","674840",717,4,62998.4615283961,27505.8125884683,26662.7045338566
"6748401","674840",717,4,62998.4615283961,27505.8125884683,26662.7045338566
"6748403","674840",717,4,62998.4615283961,27505.8125884683,26662.7045338566
"6748503","674850",1066,5,47860.606562602,19656.2886489741,23947.4166671389
"6748501","674850",1066,5,47860.606562602,19656.2886489741,23947.4166671389
"6748504","674850",1066,5,47860.606562602,19656.2886489741,23947.4166671389
"6748502","674850",1066,5,47860.606562602,19656.2886489741,23947.4166671389
"6748602","674860",527,5,97364.6966730631,14636.3625771923,9929.01807344634
"6748601","674860",527,5,97364.6966730631,14636.3625771923,9929.01807344634
"6748603","674860",527,5,97364.6966730631,14636.3625771923,9929.01807344634
"6748703","674870",1154,4,91820.6049999291,27625.3995496698,25134.7757590185
"6748702","674870",1154,4,91820.6049999291,27625.3995496698,25134.7757590185
"6748701","674870",1154,4,91820.6049999291,27625.3995496698,25134.7757590185
"6748802","674880",547,3,15081.6696875393,9446.37649513577,10234.912651614
"6748801","674880",547,3,15081.6696875393,9446.37649513577,10234.912651614
"6748902","674890",1126,5,36605.9731251031,20954.9147935386,20832.0437220075
"6748901","674890",1126,5,36605.9731251031,20954.9147935386,20832.0437220075
"6748903","674890",1126,5,36605.9731251031,20954.9147935386,20832.0437220075
"6749003","674900",1066,5,63614.5615623948,15738.1797166893,16338.6434622999
"6749001","674900",1066,5,63614.5615623948,15738.1797166893,16338.6434622999
"6749002","674900",1066,5,63614.5615623948,15738.1797166893,16338.6434622999
"6749103","674910",1269,8,101131.344813767,31261.4419636905,17210.646643364
"6749101","674910",1269,8,101131.344813767,31261.4419636905,17210.646643364
"6749102","674910",1269,8,101131.344813767,31261.4419636905,17210.646643364
"6749104","674910",1269,8,101131.344813767,31261.4419636905,17210.646643364
"6749105","674910",1269,8,101131.344813767,31261.4419636905,17210.646643364
"6749203","674920",1046,15,61586.5081253207,30668.5256857853,14667.6830204025
"6749202","674920",1046,15,61586.5081253207,30668.5256857853,14667.6830204025
"6749204","674920",1046,15,61586.5081253207,30668.5256857853,14667.6830204025
"6749201","674920",1046,15,61586.5081253207,30668.5256857853,14667.6830204025
"6749301","674930",1308,4,31516.3981250898,28864.4359681267,12175.9322428946
"6749304","674930",1308,4,31516.3981250898,28864.4359681267,12175.9322428946
"6749302","674930",1308,4,31516.3981250898,28864.4359681267,12175.9322428946
"6749303","674930",1308,4,31516.3981250898,28864.4359681267,12175.9322428946
"6749402","674940",1027,6,64729.4184373238,35210.7008240493,17918.3198519561
"6749401","674940",1027,6,64729.4184373238,35210.7008240493,17918.3198519561
"6749403","674940",1027,6,64729.4184373238,35210.7008240493,17918.3198519561
"6749404","674940",1027,6,64729.4184373238,35210.7008240493,17918.3198519561
"6749501","674950",29,21,190331.15343768,12867.6038074718,36825.3842126557
"6749612","674961",1748,103,190327.394375006,120589.247473527,88871.2185345089
"6749614","674961",1748,103,190327.394375006,120589.247473527,88871.2185345089
"6749611","674961",1748,103,190327.394375006,120589.247473527,88871.2185345089
"6749615","674961",1748,103,190327.394375006,120589.247473527,88871.2185345089
"6749616","674961",1748,103,190327.394375006,120589.247473527,88871.2185345089
"6749613","674961",1748,103,190327.394375006,120589.247473527,88871.2185345089
"6749621","674962",1236,10,216274.741562506,28344.4357921747,26679.0436711328
"6749623","674962",1236,10,216274.741562506,28344.4357921747,26679.0436711328
"6749624","674962",1236,10,216274.741562506,28344.4357921747,26679.0436711328
"6749622","674962",1236,10,216274.741562506,28344.4357921747,26679.0436711328
"6749707","674970",2001,21,146345.125624998,58527.1321526069,35782.5407068835
"6749704","674970",2001,21,146345.125624998,58527.1321526069,35782.5407068835
"6749705","674970",2001,21,146345.125624998,58527.1321526069,35782.5407068835
"6749706","674970",2001,21,146345.125624998,58527.1321526069,35782.5407068835
"6749702","674970",2001,21,146345.125624998,58527.1321526069,35782.5407068835
"6749701","674970",2001,21,146345.125624998,58527.1321526069,35782.5407068835
"6749703","674970",2001,21,146345.125624998,58527.1321526069,35782.5407068835
"6749806","674980",1711,8,119585.447500099,51766.5202585652,40310.5722153408
"6749804","674980",1711,8,119585.447500099,51766.5202585652,40310.5722153408
"6749802","674980",1711,8,119585.447500099,51766.5202585652,40310.5722153408
"6749801","674980",1711,8,119585.447500099,51766.5202585652,40310.5722153408
"6749803","674980",1711,8,119585.447500099,51766.5202585652,40310.5722153408
"6749805","674980",1711,8,119585.447500099,51766.5202585652,40310.5722153408
"6749902","674990",646,4,53262.6521873618,24630.2245895496,13813.1264361798
"6749901","674990",646,4,53262.6521873618,24630.2245895496,13813.1264361798
"6750001","675000",1101,4,29344.2518749585,20366.1914694795,14303.811084866
"6750002","675000",1101,4,29344.2518749585,20366.1914694795,14303.811084866
"6750003","675000",1101,4,29344.2518749585,20366.1914694795,14303.811084866
"6750004","675000",1101,4,29344.2518749585,20366.1914694795,14303.811084866
"6750101","675010",1086,19,97145.6599998791,38255.3380323457,27914.3399454806
"6750102","675010",1086,19,97145.6599998791,38255.3380323457,27914.3399454806
"6750103","675010",1086,19,97145.6599998791,38255.3380323457,27914.3399454806
"6750205","675020",1672,8,68227.1468748283,33225.580307918,26481.1863031163
"6750202","675020",1672,8,68227.1468748283,33225.580307918,26481.1863031163
"6750206","675020",1672,8,68227.1468748283,33225.580307918,26481.1863031163
"6750201","675020",1672,8,68227.1468748283,33225.580307918,26481.1863031163
"6750204","675020",1672,8,68227.1468748283,33225.580307918,26481.1863031163
"6750203","675020",1672,8,68227.1468748283,33225.580307918,26481.1863031163
"6750303","675030",1468,137,128830.277812492,107311.818148651,90129.6341827442
"6750307","675030",1468,137,128830.277812492,107311.818148651,90129.6341827442
"6750301","675030",1468,137,128830.277812492,107311.818148651,90129.6341827442
"6750305","675030",1468,137,128830.277812492,107311.818148651,90129.6341827442
"6750304","675030",1468,137,128830.277812492,107311.818148651,90129.6341827442
"6750302","675030",1468,137,128830.277812492,107311.818148651,90129.6341827442
"6750306","675030",1468,137,128830.277812492,107311.818148651,90129.6341827442
"6750401","675040",43,41,279113.807331942,19901.0747378068,41355.6805500046
"6750503","675050",1058,20,204430.598750083,23188.3787586843,21930.0636174018
"6750501","675050",1058,20,204430.598750083,23188.3787586843,21930.0636174018
"6750502","675050",1058,20,204430.598750083,23188.3787586843,21930.0636174018
"6750604","675060",1750,42,97780.4456250292,60246.3999142126,66738.8824061177
"6750603","675060",1750,42,97780.4456250292,60246.3999142126,66738.8824061177
"6750606","675060",1750,42,97780.4456250292,60246.3999142126,66738.8824061177
"6750605","675060",1750,42,97780.4456250292,60246.3999142126,66738.8824061177
"6750601","675060",1750,42,97780.4456250292,60246.3999142126,66738.8824061177
"6750602","675060",1750,42,97780.4456250292,60246.3999142126,66738.8824061177
"6750704","675070",1121,4,46987.3593748955,34602.9610195747,26415.7105596564
"6750702","675070",1121,4,46987.3593748955,34602.9610195747,26415.7105596564
"6750703","675070",1121,4,46987.3593748955,34602.9610195747,26415.7105596564
"6750701","675070",1121,4,46987.3593748955,34602.9610195747,26415.7105596564
"6750805","675080",1368,26,124954.373124929,69881.2180181531,39481.1523068191
"6750804","675080",1368,26,124954.373124929,69881.2180181531,39481.1523068191
"6750803","675080",1368,26,124954.373124929,69881.2180181531,39481.1523068191
"6750802","675080",1368,26,124954.373124929,69881.2180181531,39481.1523068191
"6750801","675080",1368,26,124954.373124929,69881.2180181531,39481.1523068191
"6750901","675090",79,18,122629.256874856,21014.8354532843,6277.60925000138
"6750902","675090",79,18,122629.256874856,21014.8354532843,6277.60925000138
"6750903","675090",79,18,122629.256874856,21014.8354532843,6277.60925000138
"6750904","675090",79,18,122629.256874856,21014.8354532843,6277.60925000138
"6751002","675100",1030,5,50381.3296875423,37591.7423392616,21686.174971046
"6751001","675100",1030,5,50381.3296875423,37591.7423392616,21686.174971046
"6751113","675111",938,6,49091.8603123708,20008.5840178325,21383.6801260523
"6751112","675111",938,6,49091.8603123708,20008.5840178325,21383.6801260523
"6751111","675111",938,6,49091.8603123708,20008.5840178325,21383.6801260523
"6751123","675112",1101,11,117447.67562505,45592.8350254294,20987.1157635714
"6751121","675112",1101,11,117447.67562505,45592.8350254294,20987.1157635714
"6751122","675112",1101,11,117447.67562505,45592.8350254294,20987.1157635714
"6751201","675120",1380,6,60916.0225000421,49304.497177358,28270.215148386
"6751204","675120",1380,6,60916.0225000421,49304.497177358,28270.215148386
"6751203","675120",1380,6,60916.0225000421,49304.497177358,28270.215148386
"6751202","675120",1380,6,60916.0225000421,49304.497177358,28270.215148386
"6751301","675130",629,4,19463.400625146,17585.7053645735,6713.3189709346
"6751302","675130",629,4,19463.400625146,17585.7053645735,6713.3189709346
"6751401","675140",827,8,50618.844999955,30748.7821062446,17831.2735811668
"6751503","675150",1833,260,221157.088749909,154597.837144584,141784.548788359
"6751502","675150",1833,260,221157.088749909,154597.837144584,141784.548788359
"6751506","675150",1833,260,221157.088749909,154597.837144584,141784.548788359
"6751501","675150",1833,260,221157.088749909,154597.837144584,141784.548788359
"6751507","675150",1833,260,221157.088749909,154597.837144584,141784.548788359
"6751504","675150",1833,260,221157.088749909,154597.837144584,141784.548788359
"6751505","675150",1833,260,221157.088749909,154597.837144584,141784.548788359
"6751602","675160",1287,7,58938.9362501197,49248.6316205445,29658.8187445363
"6751604","675160",1287,7,58938.9362501197,49248.6316205445,29658.8187445363
"6751601","675160",1287,7,58938.9362501197,49248.6316205445,29658.8187445363
"6751603","675160",1287,7,58938.9362501197,49248.6316205445,29658.8187445363
"6751703","675170",1540,30,133219.00218766,52375.2775923001,47459.9890097317
"6751702","675170",1540,30,133219.00218766,52375.2775923001,47459.9890097317
"6751704","675170",1540,30,133219.00218766,52375.2775923001,47459.9890097317
"6751701","675170",1540,30,133219.00218766,52375.2775923001,47459.9890097317
"6751803","675180",732,19,100447.824374988,25378.9437591445,22674.0217710051
"6751804","675180",732,19,100447.824374988,25378.9437591445,22674.0217710051
"6751802","675180",732,19,100447.824374988,25378.9437591445,22674.0217710051
"6751801","675180",732,19,100447.824374988,25378.9437591445,22674.0217710051
"6752006","675200",1349,106,209187.09975614,91564.2505999728,111048.974296865
"6752005","675200",1349,106,209187.09975614,91564.2505999728,111048.974296865
"6752001","675200",1349,106,209187.09975614,91564.2505999728,111048.974296865
"6752004","675200",1349,106,209187.09975614,91564.2505999728,111048.974296865
"6752002","675200",1349,106,209187.09975614,91564.2505999728,111048.974296865
"6752003","675200",1349,106,209187.09975614,91564.2505999728,111048.974296865
"6752102","675210",1114,6,46702.6928126597,33879.2759789904,27717.4592399072
"6752101","675210",1114,6,46702.6928126597,33879.2759789904,27717.4592399072
"6752103","675210",1114,6,46702.6928126597,33879.2759789904,27717.4592399072
"6752202","675220",1078,5,55508.0762499268,44259.0489551837,32458.5460946858
"6752201","675220",1078,5,55508.0762499268,44259.0489551837,32458.5460946858
"6752301","675230",819,1,21760.1978122815,20986.5369025292,20336.529913162
"6752401","675240",675,4,32577.699375046,15322.4026512285,18415.8757573913
"6752502","675250",1620,186,241100.054481102,135016.554523129,124162.485808038
"6752505","675250",1620,186,241100.054481102,135016.554523129,124162.485808038
"6752501","675250",1620,186,241100.054481102,135016.554523129,124162.485808038
"6752509","675250",1620,186,241100.054481102,135016.554523129,124162.485808038
"6752503","675250",1620,186,241100.054481102,135016.554523129,124162.485808038
"6752508","675250",1620,186,241100.054481102,135016.554523129,124162.485808038
"6752506","675250",1620,186,241100.054481102,135016.554523129,124162.485808038
"6752504","675250",1620,186,241100.054481102,135016.554523129,124162.485808038
"6752507","675250",1620,186,241100.054481102,135016.554523129,124162.485808038
"6752602","675260",0,31,35339.899999931,29654.9292110004,779.218608003168
"6752601","675260",0,31,35339.899999931,29654.9292110004,779.218608003168
"6752701","675270",444,105,111605.855624964,58479.6687827347,59167.2203138598
"6752702","675270",444,105,111605.855624964,58479.6687827347,59167.2203138598
"6752703","675270",444,105,111605.855624964,58479.6687827347,59167.2203138598
"6752802","675280",436,135,84161.5343748368,75909.5649072095,71119.2691875356
"6752801","675280",436,135,84161.5343748368,75909.5649072095,71119.2691875356
"6752901","675290",337,124,138437.788124988,60048.8573682578,60827.2481182931
"6752903","675290",337,124,138437.788124988,60048.8573682578,60827.2481182931
"6752902","675290",337,124,138437.788124988,60048.8573682578,60827.2481182931
"6753003","675300",560,51,93795.742983156,69989.2806526386,35665.8269738039
"6753002","675300",560,51,93795.742983156,69989.2806526386,35665.8269738039
"6753001","675300",560,51,93795.742983156,69989.2806526386,35665.8269738039
"6753004","675300",560,51,93795.742983156,69989.2806526386,35665.8269738039
"6753005","675300",560,51,93795.742983156,69989.2806526386,35665.8269738039
"6753101","675310",140,48,46887.9268904813,39379.9843211244,32514.2543312195
"6753201","675320",235,71,77800.2331251395,62723.97390969,37627.1122687735
"6753501","675350",531,189,80785.7021102989,122893.217401713,118408.606020306
"6753502","675350",531,189,80785.7021102989,122893.217401713,118408.606020306
"6753701","675370",68,19,155381.34287276,28120.6910301953,8864.57961147139
"6753904","675390",384,82,334180.045624801,81332.9593828928,52065.5801989652
"6753905","675390",384,82,334180.045624801,81332.9593828928,52065.5801989652
"6753903","675390",384,82,334180.045624801,81332.9593828928,52065.5801989652
"6753902","675390",384,82,334180.045624801,81332.9593828928,52065.5801989652
"6753901","675390",384,82,334180.045624801,81332.9593828928,52065.5801989652
"6754207","675420",1823,96,110531.536132979,89306.9141157573,77698.0104000157
"6754206","675420",1823,96,110531.536132979,89306.9141157573,77698.0104000157
"6754202","675420",1823,96,110531.536132979,89306.9141157573,77698.0104000157
"6754205","675420",1823,96,110531.536132979,89306.9141157573,77698.0104000157
"6754203","675420",1823,96,110531.536132979,89306.9141157573,77698.0104000157
"6754201","675420",1823,96,110531.536132979,89306.9141157573,77698.0104000157
"6754204","675420",1823,96,110531.536132979,89306.9141157573,77698.0104000157
"6754301","675430",634,36,228426.422827729,38932.1394945452,17311.8110601246
"6754302","675430",634,36,228426.422827729,38932.1394945452,17311.8110601246
"6754304","675430",634,36,228426.422827729,38932.1394945452,17311.8110601246
"6754303","675430",634,36,228426.422827729,38932.1394945452,17311.8110601246
"6754305","675430",634,36,228426.422827729,38932.1394945452,17311.8110601246
"6754502","675450",1552,76,55052.8602276295,30709.859531537,61319.4081532368
"6754506","675450",1552,76,55052.8602276295,30709.859531537,61319.4081532368
"6754508","675450",1552,76,55052.8602276295,30709.859531537,61319.4081532368
"6754503","675450",1552,76,55052.8602276295,30709.859531537,61319.4081532368
"6754501","675450",1552,76,55052.8602276295,30709.859531537,61319.4081532368
"6754504","675450",1552,76,55052.8602276295,30709.859531537,61319.4081532368
"6754507","675450",1552,76,55052.8602276295,30709.859531537,61319.4081532368
"6754505","675450",1552,76,55052.8602276295,30709.859531537,61319.4081532368
"6754802","675480",1246,57,78175.6406250476,40715.4638022567,33477.6661897985
"6754801","675480",1246,57,78175.6406250476,40715.4638022567,33477.6661897985
"6754803","675480",1246,57,78175.6406250476,40715.4638022567,33477.6661897985
"6754804","675480",1246,57,78175.6406250476,40715.4638022567,33477.6661897985
"6754809","675480",1246,57,78175.6406250476,40715.4638022567,33477.6661897985
"6754808","675480",1246,57,78175.6406250476,40715.4638022567,33477.6661897985
"6754805","675480",1246,57,78175.6406250476,40715.4638022567,33477.6661897985
"6754807","675480",1246,57,78175.6406250476,40715.4638022567,33477.6661897985
"6754806","675480",1246,57,78175.6406250476,40715.4638022567,33477.6661897985
"6755002","675500",259,54,319063.155887466,21244.1070654157,24294.3580000084
"6755001","675500",259,54,319063.155887466,21244.1070654157,24294.3580000084
"6755102","675510",673,34,121041.973124875,38336.1707333529,17732.7757072559
"6755105","675510",673,34,121041.973124875,38336.1707333529,17732.7757072559
"6755101","675510",673,34,121041.973124875,38336.1707333529,17732.7757072559
"6755103","675510",673,34,121041.973124875,38336.1707333529,17732.7757072559
"6755104","675510",673,34,121041.973124875,38336.1707333529,17732.7757072559
"6755401","675540",959,40,56231.4656250139,33448.3574791895,19315.9245365414
"6755405","675540",959,40,56231.4656250139,33448.3574791895,19315.9245365414
"6755404","675540",959,40,56231.4656250139,33448.3574791895,19315.9245365414
"6755402","675540",959,40,56231.4656250139,33448.3574791895,19315.9245365414
"6755403","675540",959,40,56231.4656250139,33448.3574791895,19315.9245365414
"6755406","675540",959,40,56231.4656250139,33448.3574791895,19315.9245365414
"6755506","675550",1274,92,62871.0877482414,40044.1887611909,36668.7645257836
"6755505","675550",1274,92,62871.0877482414,40044.1887611909,36668.7645257836
"6755503","675550",1274,92,62871.0877482414,40044.1887611909,36668.7645257836
"6755507","675550",1274,92,62871.0877482414,40044.1887611909,36668.7645257836
"6755501","675550",1274,92,62871.0877482414,40044.1887611909,36668.7645257836
"6755504","675550",1274,92,62871.0877482414,40044.1887611909,36668.7645257836
"6755502","675550",1274,92,62871.0877482414,40044.1887611909,36668.7645257836
"6755703","675570",1046,81,86690.7392627505,36579.3425988102,42106.6672908915
"6755705","675570",1046,81,86690.7392627505,36579.3425988102,42106.6672908915
"6755702","675570",1046,81,86690.7392627505,36579.3425988102,42106.6672908915
"6755706","675570",1046,81,86690.7392627505,36579.3425988102,42106.6672908915
"6755701","675570",1046,81,86690.7392627505,36579.3425988102,42106.6672908915
"6755704","675570",1046,81,86690.7392627505,36579.3425988102,42106.6672908915
"6756302","675630",1259,67,100407.396562682,49333.5670937654,39051.0928925944
"6756301","675630",1259,67,100407.396562682,49333.5670937654,39051.0928925944
"6756306","675630",1259,67,100407.396562682,49333.5670937654,39051.0928925944
"6756307","675630",1259,67,100407.396562682,49333.5670937654,39051.0928925944
"6756308","675630",1259,67,100407.396562682,49333.5670937654,39051.0928925944
"6756304","675630",1259,67,100407.396562682,49333.5670937654,39051.0928925944
"6756305","675630",1259,67,100407.396562682,49333.5670937654,39051.0928925944
"6756303","675630",1259,67,100407.396562682,49333.5670937654,39051.0928925944
"6756504","675650",398,70,70125.8612497633,4913.10043953385,27628.9213919255
"6756501","675650",398,70,70125.8612497633,4913.10043953385,27628.9213919255
"6756502","675650",398,70,70125.8612497633,4913.10043953385,27628.9213919255
"6756505","675650",398,70,70125.8612497633,4913.10043953385,27628.9213919255
"6756503","675650",398,70,70125.8612497633,4913.10043953385,27628.9213919255
"6756804","675680",1239,91,49645.821874982,41396.7848149573,39365.2966034261
"6756802","675680",1239,91,49645.821874982,41396.7848149573,39365.2966034261
"6756805","675680",1239,91,49645.821874982,41396.7848149573,39365.2966034261
"6756803","675680",1239,91,49645.821874982,41396.7848149573,39365.2966034261
"6756806","675680",1239,91,49645.821874982,41396.7848149573,39365.2966034261
"6756801","675680",1239,91,49645.821874982,41396.7848149573,39365.2966034261
"6756807","675680",1239,91,49645.821874982,41396.7848149573,39365.2966034261
"6757001","675700",768,40,133938.957515323,13763.8049217795,19510.9948455173
"6757002","675700",768,40,133938.957515323,13763.8049217795,19510.9948455173
"6757004","675700",768,40,133938.957515323,13763.8049217795,19510.9948455173
"6757003","675700",768,40,133938.957515323,13763.8049217795,19510.9948455173
"6757005","675700",768,40,133938.957515323,13763.8049217795,19510.9948455173
"6757105","675710",1084,53,64486.9465626408,53873.7973162346,39114.4731281865
"6757106","675710",1084,53,64486.9465626408,53873.7973162346,39114.4731281865
"6757102","675710",1084,53,64486.9465626408,53873.7973162346,39114.4731281865
"6757103","675710",1084,53,64486.9465626408,53873.7973162346,39114.4731281865
"6757101","675710",1084,53,64486.9465626408,53873.7973162346,39114.4731281865
"6757104","675710",1084,53,64486.9465626408,53873.7973162346,39114.4731281865
"6757406","675740",1110,57,82580.7156249549,46965.4332045472,46305.1494916
"6757407","675740",1110,57,82580.7156249549,46965.4332045472,46305.1494916
"6757405","675740",1110,57,82580.7156249549,46965.4332045472,46305.1494916
"6757402","675740",1110,57,82580.7156249549,46965.4332045472,46305.1494916
"6757404","675740",1110,57,82580.7156249549,46965.4332045472,46305.1494916
"6757403","675740",1110,57,82580.7156249549,46965.4332045472,46305.1494916
"6757401","675740",1110,57,82580.7156249549,46965.4332045472,46305.1494916
"6757607","675760",837,113,54268.5268750863,14518.6919943436,32631.9508157971
"6757603","675760",837,113,54268.5268750863,14518.6919943436,32631.9508157971
"6757605","675760",837,113,54268.5268750863,14518.6919943436,32631.9508157971
"6757606","675760",837,113,54268.5268750863,14518.6919943436,32631.9508157971
"6757604","675760",837,113,54268.5268750863,14518.6919943436,32631.9508157971
"6757601","675760",837,113,54268.5268750863,14518.6919943436,32631.9508157971
"6757602","675760",837,113,54268.5268750863,14518.6919943436,32631.9508157971
"6758105","675810",873,37,60786.3424999659,18827.9271354862,22184.2240754058
