"OBWOD","REJ","POP_REJ","N_ADRESY_R","CLC_area_R","UA_area_R","BDOT_area_R"
"6816803","681680",961,818,278090.996913508,646031.377090836,553297.025158148
"6816903","681690",1893,691,493777.514930601,753300.595018957,563624.386826376
"6816902","681690",1893,691,493777.514930601,753300.595018957,563624.386826376
"6816901","681690",1893,691,493777.514930601,753300.595018957,563624.386826376
"6816904","681690",1893,691,493777.514930601,753300.595018957,563624.386826376
"6816905","681690",1893,691,493777.514930601,753300.595018957,563624.386826376
"6817005","681700",640,375,287520.690289187,381091.311213443,318930.301760522
"6817001","681700",640,375,287520.690289187,381091.311213443,318930.301760522
"6817003","681700",640,375,287520.690289187,381091.311213443,318930.301760522
"6817004","681700",640,375,287520.690289187,381091.311213443,318930.301760522
"6817002","681700",640,375,287520.690289187,381091.311213443,318930.301760522
"6817103","681710",1346,967,704993.087435063,1138109.8044475,860721.297506598
"6817101","681710",1346,967,704993.087435063,1138109.8044475,860721.297506598
"6817102","681710",1346,967,704993.087435063,1138109.8044475,860721.297506598
"6817105","681710",1346,967,704993.087435063,1138109.8044475,860721.297506598
"6817104","681710",1346,967,704993.087435063,1138109.8044475,860721.297506598
"6817302","681730",568,188,865000.418421458,551463.455154139,419558.963909875
"6817304","681730",568,188,865000.418421458,551463.455154139,419558.963909875
"6817303","681730",568,188,865000.418421458,551463.455154139,419558.963909875
"6817301","681730",568,188,865000.418421458,551463.455154139,419558.963909875
"6817404","681740",1263,324,127740.069706325,654644.559023791,562133.911818104
"6817405","681740",1263,324,127740.069706325,654644.559023791,562133.911818104
"6817401","681740",1263,324,127740.069706325,654644.559023791,562133.911818104
"6817403","681740",1263,324,127740.069706325,654644.559023791,562133.911818104
"6817402","681740",1263,324,127740.069706325,654644.559023791,562133.911818104
"6817406","681740",1263,324,127740.069706325,654644.559023791,562133.911818104
"6817503","681750",496,115,261766.488202237,356112.530847651,276587.882849996
"6817502","681750",496,115,261766.488202237,356112.530847651,276587.882849996
"6817501","681750",496,115,261766.488202237,356112.530847651,276587.882849996
"6817603","681760",866,206,593554.492673086,252715.770160864,239339.769922284
"6817602","681760",866,206,593554.492673086,252715.770160864,239339.769922284
"6817601","681760",866,206,593554.492673086,252715.770160864,239339.769922284
"6817702","681770",1149,161,335919.997183693,204551.916894858,231423.208661579
"6817701","681770",1149,161,335919.997183693,204551.916894858,231423.208661579
"6817703","681770",1149,161,335919.997183693,204551.916894858,231423.208661579
"6817804","681780",672,429,766575.599571826,791911.475234103,737180.555384176
"6817802","681780",672,429,766575.599571826,791911.475234103,737180.555384176
"6817801","681780",672,429,766575.599571826,791911.475234103,737180.555384176
"6817803","681780",672,429,766575.599571826,791911.475234103,737180.555384176
"6817903","681790",881,487,18023.324076954,995545.193367886,463086.084441627
"6817905","681790",881,487,18023.324076954,995545.193367886,463086.084441627
"6817901","681790",881,487,18023.324076954,995545.193367886,463086.084441627
"6817902","681790",881,487,18023.324076954,995545.193367886,463086.084441627
"6817906","681790",881,487,18023.324076954,995545.193367886,463086.084441627
"6817904","681790",881,487,18023.324076954,995545.193367886,463086.084441627
"6818013","681801",1173,288,639388.17361769,320188.334486574,239340.678407791
"6818014","681801",1173,288,639388.17361769,320188.334486574,239340.678407791
"6818011","681801",1173,288,639388.17361769,320188.334486574,239340.678407791
"6818012","681801",1173,288,639388.17361769,320188.334486574,239340.678407791
"6818023","681802",1553,420,655035.83669334,457870.064769564,412560.334270025
"6818021","681802",1553,420,655035.83669334,457870.064769564,412560.334270025
"6818022","681802",1553,420,655035.83669334,457870.064769564,412560.334270025
"6818024","681802",1553,420,655035.83669334,457870.064769564,412560.334270025
"6818101","681810",817,342,588545.844043177,558713.413313452,401745.097282498
"6818104","681810",817,342,588545.844043177,558713.413313452,401745.097282498
"6818103","681810",817,342,588545.844043177,558713.413313452,401745.097282498
"6818102","681810",817,342,588545.844043177,558713.413313452,401745.097282498
"6818306","681830",1217,477,892512.750652446,1120557.45635953,940116.803723
"6818305","681830",1217,477,892512.750652446,1120557.45635953,940116.803723
"6818302","681830",1217,477,892512.750652446,1120557.45635953,940116.803723
"6818304","681830",1217,477,892512.750652446,1120557.45635953,940116.803723
"6818301","681830",1217,477,892512.750652446,1120557.45635953,940116.803723
"6818303","681830",1217,477,892512.750652446,1120557.45635953,940116.803723
"6818401","681840",789,186,328605.168406569,585009.359732498,363973.689190384
"6818402","681840",789,186,328605.168406569,585009.359732498,363973.689190384
"6818404","681840",789,186,328605.168406569,585009.359732498,363973.689190384
"6818403","681840",789,186,328605.168406569,585009.359732498,363973.689190384
"6818504","681850",811,147,473093.615040357,543630.121018385,372348.109995853
"6818503","681850",811,147,473093.615040357,543630.121018385,372348.109995853
"6818502","681850",811,147,473093.615040357,543630.121018385,372348.109995853
"6818501","681850",811,147,473093.615040357,543630.121018385,372348.109995853
"6822504","682250",1409,484,1143251.00506984,1047209.96858157,598423.604349917
"6822502","682250",1409,484,1143251.00506984,1047209.96858157,598423.604349917
"6822505","682250",1409,484,1143251.00506984,1047209.96858157,598423.604349917
"6822508","682250",1409,484,1143251.00506984,1047209.96858157,598423.604349917
"6822503","682250",1409,484,1143251.00506984,1047209.96858157,598423.604349917
"6822509","682250",1409,484,1143251.00506984,1047209.96858157,598423.604349917
"6822506","682250",1409,484,1143251.00506984,1047209.96858157,598423.604349917
"6822501","682250",1409,484,1143251.00506984,1047209.96858157,598423.604349917
"6822507","682250",1409,484,1143251.00506984,1047209.96858157,598423.604349917
"6822616","682261",1058,225,335955.434824426,223104.067986905,168387.963054805
"6822615","682261",1058,225,335955.434824426,223104.067986905,168387.963054805
"6822612","682261",1058,225,335955.434824426,223104.067986905,168387.963054805
"6822614","682261",1058,225,335955.434824426,223104.067986905,168387.963054805
"6822613","682261",1058,225,335955.434824426,223104.067986905,168387.963054805
"6822611","682261",1058,225,335955.434824426,223104.067986905,168387.963054805
"6822624","682262",1301,424,620753.844716698,468443.298702787,409471.76570603
"6822621","682262",1301,424,620753.844716698,468443.298702787,409471.76570603
"6822623","682262",1301,424,620753.844716698,468443.298702787,409471.76570603
"6822622","682262",1301,424,620753.844716698,468443.298702787,409471.76570603
"6822703","682270",1021,221,587292.463562251,838174.174347711,509455.764479939
"6822701","682270",1021,221,587292.463562251,838174.174347711,509455.764479939
"6822702","682270",1021,221,587292.463562251,838174.174347711,509455.764479939
"6822704","682270",1021,221,587292.463562251,838174.174347711,509455.764479939
"6822705","682270",1021,221,587292.463562251,838174.174347711,509455.764479939
"6822802","682280",985,253,1061090.8905464,387466.784967536,384284.143999989
"6822803","682280",985,253,1061090.8905464,387466.784967536,384284.143999989
"6822801","682280",985,253,1061090.8905464,387466.784967536,384284.143999989
"6822804","682280",985,253,1061090.8905464,387466.784967536,384284.143999989
"6822902","682290",963,270,757448.383249385,514559.679733668,511326.080466886
"6822901","682290",963,270,757448.383249385,514559.679733668,511326.080466886
"6822903","682290",963,270,757448.383249385,514559.679733668,511326.080466886
"6823801","682380",1016,250,556983.180271278,623537.643402446,266962.153471111
"6823804","682380",1016,250,556983.180271278,623537.643402446,266962.153471111
"6823803","682380",1016,250,556983.180271278,623537.643402446,266962.153471111
"6823802","682380",1016,250,556983.180271278,623537.643402446,266962.153471111
"6823902","682390",476,129,369182.998607189,345083.408965826,193595.584648669
"6823903","682390",476,129,369182.998607189,345083.408965826,193595.584648669
"6823901","682390",476,129,369182.998607189,345083.408965826,193595.584648669
"6824001","682400",917,279,552509.500793879,662430.778181198,475773.818969453
"6824005","682400",917,279,552509.500793879,662430.778181198,475773.818969453
"6824003","682400",917,279,552509.500793879,662430.778181198,475773.818969453
"6824004","682400",917,279,552509.500793879,662430.778181198,475773.818969453
"6824002","682400",917,279,552509.500793879,662430.778181198,475773.818969453
"6824102","682410",569,162,8447.87432155095,355076.317542722,346978.06514357
"6824101","682410",569,162,8447.87432155095,355076.317542722,346978.06514357
"6824103","682410",569,162,8447.87432155095,355076.317542722,346978.06514357
"6824104","682410",569,162,8447.87432155095,355076.317542722,346978.06514357
"6824903","682490",1085,1245,687248.536250874,1250661.30457157,703395.631404385
"6824904","682490",1085,1245,687248.536250874,1250661.30457157,703395.631404385
"6824902","682490",1085,1245,687248.536250874,1250661.30457157,703395.631404385
"6824907","682490",1085,1245,687248.536250874,1250661.30457157,703395.631404385
"6824905","682490",1085,1245,687248.536250874,1250661.30457157,703395.631404385
"6824906","682490",1085,1245,687248.536250874,1250661.30457157,703395.631404385
"6824901","682490",1085,1245,687248.536250874,1250661.30457157,703395.631404385
"6825006","682500",1237,260,583710.628273117,630356.206661012,414468.04879525
"6825007","682500",1237,260,583710.628273117,630356.206661012,414468.04879525
"6825005","682500",1237,260,583710.628273117,630356.206661012,414468.04879525
"6825001","682500",1237,260,583710.628273117,630356.206661012,414468.04879525
"6825003","682500",1237,260,583710.628273117,630356.206661012,414468.04879525
"6825002","682500",1237,260,583710.628273117,630356.206661012,414468.04879525
"6825004","682500",1237,260,583710.628273117,630356.206661012,414468.04879525
"6825101","682510",666,202,307057.86936147,653017.553135187,434978.888024435
"6825102","682510",666,202,307057.86936147,653017.553135187,434978.888024435
"6825103","682510",666,202,307057.86936147,653017.553135187,434978.888024435
"6825104","682510",666,202,307057.86936147,653017.553135187,434978.888024435
"6825204","682520",2337,1567,1035694.32910251,1614417.40112779,1305465.52732657
"6825206","682520",2337,1567,1035694.32910251,1614417.40112779,1305465.52732657
"6825205","682520",2337,1567,1035694.32910251,1614417.40112779,1305465.52732657
"6825203","682520",2337,1567,1035694.32910251,1614417.40112779,1305465.52732657
"6825201","682520",2337,1567,1035694.32910251,1614417.40112779,1305465.52732657
"6825202","682520",2337,1567,1035694.32910251,1614417.40112779,1305465.52732657
"6825302","682530",2089,1257,1726761.82955571,1341207.81796164,1199319.31580075
"6825304","682530",2089,1257,1726761.82955571,1341207.81796164,1199319.31580075
"6825303","682530",2089,1257,1726761.82955571,1341207.81796164,1199319.31580075
"6825306","682530",2089,1257,1726761.82955571,1341207.81796164,1199319.31580075
"6825307","682530",2089,1257,1726761.82955571,1341207.81796164,1199319.31580075
"6825305","682530",2089,1257,1726761.82955571,1341207.81796164,1199319.31580075
"6825301","682530",2089,1257,1726761.82955571,1341207.81796164,1199319.31580075
"6825401","682540",1221,578,12132.393031442,1084714.52177149,791191.589462981
"6825402","682540",1221,578,12132.393031442,1084714.52177149,791191.589462981
"6825405","682540",1221,578,12132.393031442,1084714.52177149,791191.589462981
"6825407","682540",1221,578,12132.393031442,1084714.52177149,791191.589462981
"6825406","682540",1221,578,12132.393031442,1084714.52177149,791191.589462981
"6825403","682540",1221,578,12132.393031442,1084714.52177149,791191.589462981
"6825408","682540",1221,578,12132.393031442,1084714.52177149,791191.589462981
"6825404","682540",1221,578,12132.393031442,1084714.52177149,791191.589462981
"6825502","682550",662,239,3325.80836970732,454023.068717432,353472.835614994
"6825503","682550",662,239,3325.80836970732,454023.068717432,353472.835614994
"6825505","682550",662,239,3325.80836970732,454023.068717432,353472.835614994
"6825501","682550",662,239,3325.80836970732,454023.068717432,353472.835614994
"6825507","682550",662,239,3325.80836970732,454023.068717432,353472.835614994
"6825504","682550",662,239,3325.80836970732,454023.068717432,353472.835614994
"6825506","682550",662,239,3325.80836970732,454023.068717432,353472.835614994
"6826605","682660",1765,773,848159.202885039,718481.76717326,762936.412510192
"6826601","682660",1765,773,848159.202885039,718481.76717326,762936.412510192
"6826603","682660",1765,773,848159.202885039,718481.76717326,762936.412510192
"6826604","682660",1765,773,848159.202885039,718481.76717326,762936.412510192
"6826606","682660",1765,773,848159.202885039,718481.76717326,762936.412510192
"6826602","682660",1765,773,848159.202885039,718481.76717326,762936.412510192
"6826705","682670",1865,1281,1268750.07040264,1255436.96508684,1184444.67231539
"6826702","682670",1865,1281,1268750.07040264,1255436.96508684,1184444.67231539
"6826703","682670",1865,1281,1268750.07040264,1255436.96508684,1184444.67231539
